strain	molecule	species	E_coli_serotype	GeneSeekr_Profile	MLST_Result	rMLST_Result	clermont_phylogroup	sample_type	farm	husbandry	animal_group	animal_type	animal_n	AAC3_VIa	ANT3_IIa	aadA	aadA12	aadA13	aadA2	aadA22	aadA5	aadA9	APH3_Ib	APH3_Ia	APH6_Id	CMY_2	CMY_21	CMY_36	CTX_M_1	CTX_M_15	IMP_7	TEM_1	TEM_81	Ecoli_ampC_bl	catI	lnuG	mphA	Salm_cmlA	cmlA8	floR	mdtM	MdtNOP	mefB	tetB	tetD	tetR	eptA	QnrS1	qacH	SAT_2	sul1	sul2	sul3	tetWNW	dfrA1	dfrA12	dfrA15b	dfrA23	dfrA30	dfrA32	dfrA7
Res13-Lact-ER07-26	plasmid_1009	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-26	plasmid_476	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-ER07-26	plasmid_34	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-26	plasmid_1068	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-26	plasmid_14	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-26	plasmid_novel_0	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_novel_1	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_305	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_972	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_novel_2	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_487	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_novel_0	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_novel_3	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA06-47	plasmid_471	Escherichia coli	O-untypeable:H26 (99.94)	uidA	1114		A	feces	J	AF3	AF3-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA28-10	plasmid_932	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA28-10	plasmid_834	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA28-10	plasmid_476	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-PEA28-10	plasmid_novel_0	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA28-10	plasmid_644	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA28-10	plasmid_47	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA28-10	plasmid_1561	Escherichia coli	O145 (99.84):H-untypeable	eae;hlyAEc;O145;uidA	1034	new	D	feces	K	AF3	AF3-4	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-09	plasmid_2178	Escherichia coli	O176 (100.0):H4 (99.9)	ND	5926	new	E	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-09	plasmid_1068	Escherichia coli	O176 (100.0):H4 (99.9)	ND	5926	new	E	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER07-09	plasmid_476	Escherichia coli	O176 (100.0):H4 (99.9)	ND	5926	new	E	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEA17-13	plasmid_47	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEA17-13	plasmid_476	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Fini-PEA17-13	plasmid_932	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEA17-13	plasmid_509	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEA17-13	plasmid_novel_0	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEA17-13	plasmid_1561	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEA17-13	plasmid_834	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-3	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_novel_0	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_476	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-PER02-34	plasmid_1068	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_1009	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_34	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_novel_1	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_14	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER02-34	plasmid_novel_2	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEB01-10	plasmid_973	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEB01-10	plasmid_476	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Croi-PEB01-10	plasmid_659	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Res13-Croi-PEB01-10	plasmid_novel_0	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEB01-10	plasmid_1068	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEB01-10	plasmid_26	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEB01-10	plasmid_644	Escherichia coli	O5 (100.0):H4 (100.0)	uidA	93	8220	A	feces	C	AF1	AF1-1	grower	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEB21-38-A	plasmid_920	Escherichia fergusonii	O9 (98.69):H10 (100.0)	uidA	46	new	A	feces	A	AF1	AF1-3	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEB21-38-A	plasmid_1068	Escherichia fergusonii	O9 (98.69):H10 (100.0)	uidA	46	new	A	feces	A	AF1	AF1-3	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEB21-38-A	plasmid_2911	Escherichia fergusonii	O9 (98.69):H10 (100.0)	uidA	46	new	A	feces	A	AF1	AF1-3	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEB21-38-A	plasmid_449	Escherichia fergusonii	O9 (98.69):H10 (100.0)	uidA	46	new	A	feces	A	AF1	AF1-3	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P1-01	plasmid_932	Enterobacter sp.	ND	ND	new	new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P1-01	plasmid_155	Enterobacter sp.	ND	ND	new	new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P1-01	plasmid_novel_0	Enterobacter sp.	ND	ND	new	new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P1-01	plasmid_111	Enterobacter sp.	ND	ND	new	new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P1-01	plasmid_810	Enterobacter sp.	ND	ND	new	new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P1-01	plasmid_novel_1	Enterobacter sp.	ND	ND	new	new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-LER1-03	plasmid_novel_0	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-LER1-03	plasmid_476	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-LER1-03	plasmid_novel_1	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-LER1-03	plasmid_23	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-LER1-03	plasmid_35	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-LER1-03	plasmid_1009	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-LER1-03	plasmid_542	Escherichia coli	O8 (99.75):H9 (99.95)	uidA	88	14767	C	manure	E	AF2	AF2-1	sow		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_476	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Sevr-PEA27-14	plasmid_1561	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_834	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_novel_1	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_47	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_509	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_novel_0	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Sevr-PEA27-14	plasmid_932	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034	new	D	feces	N	AF3	AF3-4	weaner	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PER01-38	plasmid_476	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	I	AF2	AF2-1	finisher	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Fini-PER01-38	plasmid_novel_1	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	I	AF2	AF2-1	finisher	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PER01-38	plasmid_novel_0	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	I	AF2	AF2-1	finisher	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEC06-P4-01	plasmid_novel_0	Acinetobacter sp.	ND	ND	new	new		swab	U	CV	CV-1	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEC06-P4-01	plasmid_novel_1	Acinetobacter sp.	ND	ND	new	new		swab	U	CV	CV-1	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER01-40	plasmid_476	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-PER01-40	plasmid_novel_1	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
